transaction_amount,transaction_hour,customer_age,customer_transaction_count,customer_avg_transaction_amount,customer_failed_payment_count,customer_chargeback_count,transactions_last_10_minutes,transactions_last_1_hour,account_age_days,distance_from_billing_location,ip_country_match,device_trust_score,new_device,new_ip,payment_method_age_days,card_bin_risk,merchant_risk_score,previous_fraud_flag,velocity_score,is_fraud
332.26,13,31,26,35.87,0,0,0,3,1029,2.83,1,77,0,1,657,0.083,0.035,0,0.45,0
243.81,20,55,117,258.52,0,0,1,0,83,7.8,1,71,0,0,540,0.23,0.026,0,1.73,0
284.54,10,56,57,132.17,0,0,0,2,1002,24.9,1,97,0,1,595,0.155,0.086,0,2.39,0
258.8,8,45,57,246.49,0,0,0,3,222,18.61,1,70,0,1,706,0.094,0.18,0,2.03,0
15.32,20,45,87,237.66,1,0,0,2,1272,32.65,1,95,1,0,679,0.151,0.033,0,1.51,0
13.97,10,23,57,171.0,0,0,0,2,1232,0.66,1,75,0,0,203,0.249,0.075,0,0.03,0
199.69,12,34,35,182.96,0,0,0,0,96,20.56,1,74,0,0,215,0.153,0.175,0,1.6,0
60.0,9,37,72,64.38,0,0,0,1,883,44.29,1,87,0,1,125,0.219,0.176,0,2.26,0
84.42,13,22,67,139.57,1,0,0,2,1116,19.59,1,91,0,0,618,0.116,0.133,0,0.34,0
260.04,13,60,81,121.33,0,0,0,3,407,1.08,1,91,0,0,678,0.195,0.18,0,2.37,0
356.34,12,22,61,125.02,0,0,0,1,78,1.5,1,76,0,0,573,0.14,0.146,0,0.38,0
77.21,18,46,38,121.27,0,0,0,0,727,11.55,1,81,0,0,95,0.15,0.105,0,0.61,0
320.21,20,46,110,234.16,0,0,0,0,159,15.78,1,92,0,1,504,0.057,0.188,0,0.55,0
1267.94,2,23,11,65.03,7,4,5,23,5,3447.25,0,12,1,1,1,0.693,0.533,0,8.52,1
193.23,12,25,8,195.03,0,0,1,1,623,29.35,1,99,1,0,559,0.127,0.179,0,1.31,0
202.8,10,29,42,184.94,0,0,0,1,690,8.64,1,84,0,0,340,0.021,0.194,0,1.36,0
368.28,16,46,18,87.63,0,0,0,1,1270,1.7,1,71,0,0,307,0.062,0.101,0,2.22,0
238.03,18,41,72,296.93,0,0,0,3,1469,8.46,1,97,0,1,441,0.237,0.023,0,2.01,0
104.49,13,56,57,83.05,0,0,0,3,164,7.96,1,98,0,0,449,0.032,0.125,0,0.37,0
252.64,9,49,28,99.66,0,0,0,1,1320,2.88,1,90,1,1,54,0.054,0.111,0,0.79,0
248.35,19,31,69,80.19,0,0,1,3,1177,10.06,1,90,0,0,580,0.045,0.146,0,0.48,0
20172.6,2,53,11,21.57,4,5,9,23,12,1647.67,0,33,1,1,5,0.916,0.905,0,15.08,1
315.43,17,61,60,55.33,0,0,0,2,829,3.08,1,95,0,1,677,0.036,0.13,0,2.17,0
236.0,19,58,119,241.4,0,0,0,0,457,6.64,1,76,0,0,292,0.156,0.095,0,1.41,0
201.62,22,43,70,231.66,0,0,0,3,1008,4.88,1,83,0,0,640,0.214,0.094,0,1.79,0
54.8,18,37,71,106.84,0,0,0,1,975,1.16,1,74,0,0,283,0.209,0.031,0,2.48,0
130.93,18,21,97,267.58,0,0,0,0,673,1.64,1,98,1,0,250,0.219,0.101,0,0.51,0
130.42,8,26,8,136.23,0,0,0,1,701,5.52,1,88,1,0,656,0.196,0.095,0,1.97,0
13.38,15,58,13,41.82,0,0,0,0,1131,66.01,0,82,0,0,278,0.155,0.076,0,1.43,0
148.67,16,36,51,149.64,0,0,0,0,873,4.02,1,80,1,0,481,0.14,0.173,0,1.93,0
129.09,13,44,120,298.69,0,0,0,2,1352,26.2,1,78,0,0,708,0.061,0.043,0,2.24,0
385.84,10,45,73,239.62,2,0,0,2,1381,24.39,1,71,0,1,752,0.027,0.104,0,2.31,0
185.88,8,64,80,283.32,0,0,0,1,252,3.05,1,71,0,0,271,0.097,0.024,0,1.29,0
328.12,14,22,94,253.56,0,0,0,1,86,45.09,1,96,0,0,520,0.158,0.185,0,0.58,0
434.52,12,48,118,186.66,0,0,0,2,356,9.11,1,98,0,0,61,0.164,0.067,0,0.48,0
199.34,7,50,59,122.96,0,0,1,0,189,1.75,1,89,0,1,689,0.227,0.043,0,1.81,0
415.59,20,55,60,166.97,1,0,0,1,482,0.71,1,89,0,1,590,0.13,0.035,0,1.76,0
191.93,16,59,78,202.47,0,0,0,1,693,4.45,1,89,0,0,456,0.059,0.115,0,1.99,0
280.94,14,40,76,69.28,0,0,0,3,1104,24.56,1,90,0,0,303,0.224,0.193,0,0.58,0
316.46,14,23,50,76.31,0,0,0,3,1181,30.28,1,83,0,0,433,0.24,0.169,0,1.87,0
424.2,11,22,74,277.25,0,0,0,0,896,4.54,1,77,0,0,42,0.153,0.088,0,1.46,0
353.42,11,60,70,138.66,0,0,0,1,805,13.02,1,71,0,0,473,0.054,0.104,0,0.79,0
394.22,12,49,32,65.64,0,0,0,1,391,2.1,1,98,0,1,692,0.147,0.161,0,0.16,0
237.88,15,40,26,61.1,0,0,0,0,1364,12.33,1,88,0,0,634,0.169,0.116,0,2.34,0
423.84,16,43,87,137.59,1,1,0,0,248,7.49,1,91,1,0,613,0.076,0.025,0,1.3,0
217.11,15,27,14,43.87,0,0,0,1,1128,3.34,1,84,1,1,220,0.202,0.056,0,1.79,0
135.76,20,31,106,248.59,0,0,0,2,1305,33.27,1,88,0,0,349,0.107,0.119,0,0.31,0
245.51,12,54,36,198.31,0,0,0,2,932,5.78,1,75,0,0,58,0.068,0.125,0,0.73,0
275.38,7,24,21,171.7,0,0,0,1,599,7.9,1,82,0,0,272,0.065,0.096,0,0.01,0
358.2,19,53,93,131.54,0,0,0,3,624,9.57,1,78,0,0,743,0.198,0.096,0,0.92,0
105.88,18,34,15,180.73,0,0,0,2,626,8.87,1,90,0,0,589,0.075,0.085,0,1.24,0
265.79,22,62,28,37.13,0,0,0,0,1453,2.84,1,89,0,0,457,0.012,0.147,0,1.59,0
447.78,19,57,74,270.14,0,0,0,3,1499,62.24,1,70,0,1,122,0.127,0.101,0,2.25,0
428.24,21,59,47,253.28,0,0,0,2,108,7.87,1,81,0,0,109,0.178,0.118,0,1.77,0
90.63,12,24,107,48.64,0,0,0,1,1408,11.27,1,72,0,0,446,0.234,0.06,0,1.46,0
279.84,15,45,44,275.13,1,0,0,1,467,7.48,1,72,0,0,719,0.187,0.184,0,2.09,0
24768.14,4,35,5,43.3,6,1,7,22,14,8831.74,0,22,1,1,4,0.696,0.566,1,8.96,1
353.49,11,32,53,270.75,0,0,0,0,1010,7.74,1,92,0,1,108,0.151,0.032,0,1.63,0
208.69,19,31,27,139.52,0,0,0,3,526,37.69,1,90,1,0,247,0.071,0.149,0,0.76,0
246.33,14,42,98,199.5,0,0,0,0,662,5.24,1,97,0,0,60,0.249,0.028,0,1.63,0
55.74,14,29,109,179.29,0,0,0,2,1348,1.57,1,93,0,0,76,0.167,0.049,0,2.18,0
218.88,18,61,60,270.13,0,0,0,0,436,5.53,1,73,0,0,226,0.022,0.142,0,2.07,0
423.0,9,62,73,81.9,1,0,0,2,130,2.63,1,76,0,0,443,0.088,0.068,0,1.6,0
317.11,19,51,9,110.9,0,0,0,1,417,20.7,1,72,0,0,381,0.133,0.197,0,2.09,0
169.51,15,53,20,293.96,0,0,0,0,473,20.07,1,96,0,0,464,0.123,0.091,0,2.45,0
95.56,16,64,88,93.11,0,0,1,3,257,11.88,1,96,0,0,559,0.048,0.164,0,2.21,0
280.72,9,42,82,260.16,0,0,0,3,127,36.98,1,90,0,1,88,0.088,0.035,0,1.23,0
96.52,18,56,18,275.85,0,0,0,3,338,19.38,1,94,0,0,439,0.1,0.037,0,1.71,0
220.02,21,62,106,125.02,0,0,0,3,656,14.99,1,83,0,1,350,0.048,0.121,0,0.09,0
38.77,12,21,89,169.17,0,0,0,1,532,27.31,1,76,0,0,207,0.029,0.162,0,0.18,0
193.67,16,53,50,176.72,1,0,0,2,1389,5.86,1,93,1,1,431,0.217,0.189,0,1.16,0
87.51,11,42,68,41.73,1,0,0,0,1189,28.35,1,99,1,0,532,0.077,0.092,0,1.91,0
228.43,10,21,66,214.71,2,0,0,2,376,7.92,1,98,0,0,118,0.08,0.028,0,2.43,0
18.89,12,37,49,131.79,0,0,0,1,341,0.37,1,71,0,0,146,0.057,0.158,0,0.87,0
290.13,13,49,70,57.96,0,0,0,1,235,0.26,1,97,0,0,103,0.139,0.094,0,0.13,0
327.93,21,62,93,33.57,0,0,0,1,1060,2.62,1,83,0,0,582,0.181,0.066,0,0.77,0
216.11,10,62,88,164.46,0,0,0,1,905,12.5,1,96,0,0,465,0.192,0.175,0,0.25,0
441.48,12,34,13,100.07,0,0,0,0,111,3.95,1,77,0,0,302,0.051,0.151,0,2.34,0
59.22,20,31,108,269.31,0,0,0,1,1368,24.31,1,71,0,0,114,0.242,0.033,0,1.77,0
228.55,9,21,54,287.76,0,0,0,2,194,7.36,1,88,0,0,507,0.083,0.162,0,0.74,0
215.52,18,55,111,31.39,0,0,1,3,1394,8.13,1,83,0,0,710,0.142,0.048,0,0.93,0
198.25,22,35,22,80.06,0,0,0,3,1434,22.47,1,86,0,0,347,0.03,0.145,0,0.32,0
237.46,19,39,67,232.35,0,0,0,3,603,21.13,1,93,0,0,483,0.196,0.091,0,2.42,0
322.17,19,24,98,196.73,0,0,1,1,57,25.89,1,93,0,0,354,0.179,0.083,0,0.35,0
362.7,21,39,61,250.52,0,0,0,3,1136,26.09,1,96,0,0,700,0.126,0.168,0,1.87,0
68.18,12,21,22,148.23,0,0,0,0,988,9.04,0,86,0,1,112,0.025,0.125,0,2.31,0
72.16,16,25,8,50.5,0,0,0,1,519,25.64,1,75,0,0,518,0.181,0.027,0,1.92,0
391.68,13,35,6,108.15,0,0,0,1,1444,7.39,1,79,0,0,226,0.037,0.067,0,0.36,0
130.09,21,59,60,281.84,0,0,0,0,677,8.73,1,85,0,1,785,0.187,0.036,0,1.37,0
111.52,13,41,75,206.07,1,0,0,1,1013,20.69,0,74,0,0,570,0.043,0.08,0,0.06,0
178.8,11,21,87,206.39,1,0,0,1,129,0.48,1,85,0,0,528,0.104,0.132,0,2.06,0
15.47,18,61,37,163.62,1,0,0,0,1006,15.32,1,96,1,0,372,0.131,0.131,0,0.25,0
277.75,19,31,56,253.23,0,0,0,3,450,11.17,1,70,0,0,169,0.067,0.092,0,0.29,0
430.22,9,28,50,104.53,1,0,0,0,766,9.94,1,72,0,0,101,0.015,0.088,0,1.25,0
70.06,21,50,58,76.22,0,0,0,1,1213,52.67,1,72,0,0,236,0.152,0.171,0,1.83,0
384.49,21,52,91,59.69,0,0,1,2,141,1.15,1,95,0,1,138,0.106,0.19,0,2.34,0
93.61,16,22,112,80.58,0,0,0,1,174,22.84,1,91,0,0,534,0.088,0.146,0,1.91,0
360.57,7,63,21,157.91,0,0,0,3,924,42.41,1,74,0,0,524,0.038,0.06,0,0.77,0
307.45,9,31,97,66.92,0,0,0,2,995,10.84,1,78,0,1,483,0.086,0.106,0,1.13,0
352.0,15,30,28,184.66,0,0,0,1,350,19.36,1,72,0,0,560,0.096,0.093,0,2.36,0
32.05,13,28,5,220.3,0,0,0,3,1220,3.2,1,71,0,0,370,0.11,0.024,0,0.99,0
209.23,14,53,49,129.53,0,0,0,3,513,4.39,1,97,0,0,105,0.139,0.066,0,1.54,0
65.64,10,45,22,121.67,0,0,1,0,471,7.31,1,87,0,0,259,0.151,0.188,0,1.61,0
145.68,9,52,32,280.33,1,0,0,0,607,23.79,1,70,0,0,389,0.096,0.197,0,1.27,0
40.15,13,46,19,45.93,0,0,0,2,1320,1.15,1,94,0,0,690,0.159,0.168,0,0.72,0
15222.46,1,25,14,120.2,4,3,3,18,19,8244.0,0,37,1,1,10,0.739,0.931,1,6.78,1
109.46,17,59,78,179.39,0,0,0,0,1335,18.8,1,70,0,0,190,0.104,0.021,0,0.21,0
53.64,20,65,78,252.6,2,0,0,0,195,2.02,1,79,0,1,391,0.017,0.195,0,0.45,0
107.48,13,56,42,240.18,0,0,0,3,1028,0.37,1,99,0,1,359,0.164,0.093,0,0.69,0
81.26,14,60,77,262.09,0,0,0,1,1204,3.78,1,72,0,0,663,0.079,0.108,0,1.46,0
148.25,13,61,63,264.34,0,0,0,2,161,18.83,1,99,0,0,114,0.189,0.192,0,1.85,0
341.58,21,21,109,57.54,0,0,1,0,868,23.98,1,92,0,0,661,0.12,0.083,0,2.32,0
11.57,17,59,16,160.51,1,0,0,3,1188,16.2,1,78,0,0,436,0.19,0.174,0,0.52,0
227.34,14,24,5,223.96,0,0,0,0,1293,1.15,1,92,1,0,256,0.22,0.118,0,0.79,0
23.48,17,30,6,277.4,0,0,0,2,652,0.1,1,93,0,1,497,0.145,0.065,0,0.18,0
342.36,14,57,96,190.91,0,0,0,2,1186,16.42,1,91,0,0,475,0.104,0.182,0,0.49,0
15.74,14,62,55,74.97,0,0,0,3,892,8.33,1,97,0,0,491,0.09,0.052,0,0.31,0
25.1,9,62,39,230.24,0,0,0,3,1272,12.45,1,78,0,0,466,0.088,0.054,0,2.37,0
125.5,19,27,39,245.82,0,0,0,1,207,11.46,1,86,0,0,499,0.142,0.038,0,0.07,0
328.93,16,60,11,215.49,0,0,0,3,139,9.04,1,78,0,1,589,0.109,0.031,0,1.15,0
46.3,8,46,37,48.46,0,0,0,1,388,3.47,1,81,0,0,555,0.172,0.034,0,0.33,0
220.67,22,65,42,270.49,0,0,0,0,335,13.7,1,99,0,0,568,0.038,0.088,0,2.12,0
337.57,13,61,56,34.41,0,0,0,2,882,0.84,1,75,0,0,411,0.196,0.129,0,1.98,0
328.78,9,62,102,86.48,0,0,1,1,483,0.74,1,79,0,0,317,0.193,0.045,0,2.03,0
18.3,22,24,77,268.78,0,0,1,0,1172,6.97,1,87,0,0,385,0.068,0.168,0,0.65,0
137.25,12,55,78,237.44,0,0,1,2,1461,29.3,1,95,1,0,346,0.209,0.131,0,0.87,0
115.79,21,55,24,241.33,0,0,0,3,505,24.6,1,73,0,1,180,0.093,0.095,0,1.99,0
105.23,10,33,37,254.36,0,0,0,0,608,40.57,1,98,0,1,424,0.033,0.079,0,0.17,0
88.06,17,23,101,94.19,0,0,0,2,1158,23.31,1,92,0,1,591,0.227,0.028,0,0.76,0
344.81,12,37,106,73.3,0,0,0,3,1102,53.02,1,88,0,1,118,0.086,0.034,0,1.18,0
441.66,15,22,50,242.9,0,0,0,2,303,0.68,1,96,0,0,716,0.122,0.145,0,2.03,0
280.37,20,46,59,290.64,0,0,0,2,58,33.39,1,86,0,0,656,0.186,0.061,0,0.78,0
143.21,20,27,70,213.69,2,0,0,2,486,0.0,1,92,0,0,456,0.239,0.094,0,2.37,0
346.27,11,57,35,246.25,1,0,0,0,988,72.0,1,94,0,0,156,0.115,0.109,0,0.14,0
119.97,19,62,102,151.19,0,0,0,2,302,27.91,1,79,1,0,730,0.193,0.066,0,1.75,0
281.92,17,42,39,176.4,0,0,0,0,406,11.43,1,74,0,0,48,0.179,0.072,0,0.94,0
167.88,20,44,89,285.12,1,0,0,3,820,7.78,1,70,0,1,570,0.221,0.128,0,1.33,0
396.73,9,47,12,106.62,0,0,0,1,596,54.56,1,85,0,0,745,0.145,0.151,0,2.19,0
20.09,20,38,37,201.64,0,0,0,2,1488,9.01,1,76,0,0,70,0.032,0.182,0,1.88,0
10.29,8,47,110,200.91,0,0,1,3,801,3.0,1,72,0,0,206,0.244,0.138,0,0.6,0
206.77,16,61,78,52.63,0,0,1,2,323,10.35,1,93,0,0,343,0.077,0.058,0,1.44,0
165.39,8,47,26,193.72,0,0,0,0,441,0.57,1,98,0,0,163,0.144,0.084,0,2.45,0
428.95,8,34,54,121.35,0,0,0,2,354,26.85,1,75,0,0,449,0.118,0.089,0,0.42,0
406.2,19,45,25,63.56,0,0,0,3,1137,15.01,1,72,0,0,289,0.129,0.118,0,1.09,0
263.3,19,52,56,95.88,0,1,0,0,900,3.7,1,92,0,1,270,0.23,0.042,0,1.16,0
423.75,21,33,16,234.84,0,0,0,1,266,25.34,1,92,0,0,540,0.144,0.034,0,0.35,0
195.0,9,36,25,203.8,0,0,0,0,801,19.01,1,72,0,1,642,0.07,0.19,0,1.73,0
390.25,11,38,44,202.16,0,0,0,3,594,20.87,1,94,0,0,545,0.214,0.053,0,1.16,0
257.94,19,45,82,221.15,0,0,0,0,924,0.15,1,90,0,0,489,0.075,0.078,0,1.83,0
165.29,15,32,9,189.94,1,0,1,1,951,15.84,1,98,0,0,343,0.201,0.18,0,0.28,0
45.04,15,61,49,105.2,0,0,0,1,384,15.97,1,76,0,0,422,0.029,0.08,0,1.19,0
22.5,7,36,101,32.41,0,0,0,2,756,15.08,0,88,0,0,159,0.117,0.14,0,2.08,0
70.65,21,56,74,70.44,0,0,0,0,1119,40.91,1,90,0,0,738,0.2,0.128,0,1.31,0
313.56,15,25,63,125.65,2,0,0,2,617,9.84,1,73,0,0,380,0.158,0.155,0,0.24,0
89.33,21,21,72,130.25,0,0,0,0,1304,4.61,1,81,0,0,635,0.123,0.131,0,0.97,0
117.78,17,47,13,163.4,0,0,0,2,428,4.66,1,82,0,0,406,0.024,0.131,0,2.5,0
64.17,16,61,101,70.02,0,0,0,0,32,39.26,0,75,0,0,552,0.06,0.146,0,2.26,0
126.14,7,58,113,76.12,0,0,1,1,1078,5.66,1,99,0,0,729,0.075,0.193,0,0.09,0
137.77,21,55,96,290.0,0,0,0,3,1178,7.09,1,93,0,1,256,0.163,0.054,0,1.51,0
27.59,17,38,31,78.74,0,0,0,0,46,6.23,1,76,0,0,682,0.162,0.101,0,2.15,0
5411.43,13,38,9,30.08,2,3,10,14,20,2217.68,0,45,1,0,10,0.964,0.653,1,15.09,1
44.13,10,58,45,85.77,1,0,0,2,430,6.62,1,82,0,0,692,0.104,0.08,0,1.2,0
414.66,12,49,54,291.95,0,0,0,0,394,17.68,1,82,0,0,190,0.067,0.12,0,1.81,0
117.38,21,47,43,148.76,0,0,0,1,446,17.08,1,75,0,0,295,0.021,0.152,0,1.23,0
311.72,16,22,83,231.6,0,0,0,2,907,6.65,1,89,0,0,612,0.139,0.163,0,0.99,0
384.64,18,56,12,32.76,0,0,0,1,1234,2.25,1,97,0,0,439,0.163,0.128,0,0.07,0
318.26,7,30,91,40.88,0,1,0,0,715,53.44,1,76,0,0,159,0.13,0.084,0,2.03,0
325.54,9,46,61,294.91,0,0,0,2,347,6.35,1,76,0,0,275,0.108,0.023,0,1.59,0
97.46,13,35,79,248.83,0,0,0,0,132,23.82,1,77,0,0,325,0.049,0.095,0,1.72,0
396.77,11,25,30,297.68,1,0,1,3,563,7.54,1,86,0,0,519,0.148,0.11,0,0.12,0
375.18,15,40,59,247.66,0,0,0,3,740,18.34,1,70,0,0,697,0.227,0.084,0,2.24,0
143.3,17,51,54,172.59,0,0,0,1,568,24.09,1,96,0,0,41,0.214,0.034,0,0.52,0
33.75,18,21,43,296.9,0,0,0,0,631,3.36,1,81,0,0,587,0.087,0.049,0,1.45,0
216.17,18,58,60,200.76,0,0,1,3,1244,45.42,1,95,0,0,305,0.109,0.151,0,0.44,0
250.62,18,60,57,129.89,0,0,0,2,488,4.69,1,75,0,1,776,0.1,0.158,0,1.48,0
105.67,11,48,26,294.46,0,0,1,2,459,2.51,1,83,1,1,588,0.076,0.09,0,0.46,0
355.46,17,48,51,196.72,0,1,0,1,519,11.14,1,77,0,0,699,0.106,0.148,0,2.16,0
374.73,10,48,39,111.41,0,0,0,3,1417,0.06,1,80,0,0,634,0.027,0.025,0,1.31,0
12.25,19,26,64,210.87,0,0,0,2,375,16.54,1,72,0,1,266,0.038,0.176,0,2.1,0
103.04,8,35,117,81.46,0,0,0,2,887,42.28,1,87,0,0,697,0.065,0.147,0,1.42,0
92.03,15,60,113,33.71,0,0,0,3,1271,23.03,1,86,0,0,214,0.124,0.029,0,0.5,0
113.53,21,23,72,164.76,2,0,0,0,1390,2.25,1,87,0,0,117,0.131,0.158,0,1.11,0
331.83,16,48,76,184.82,0,0,0,1,452,36.47,1,89,0,0,60,0.233,0.133,0,0.73,0
160.85,7,41,73,277.92,0,0,0,3,457,11.27,1,88,0,0,785,0.237,0.151,0,1.15,0
359.71,18,34,103,260.63,0,0,1,3,1044,26.9,1,82,0,0,265,0.219,0.173,0,2.49,0
215.96,13,37,6,144.82,0,0,0,1,165,25.05,1,91,1,0,414,0.121,0.036,0,0.14,0
305.41,18,51,68,168.64,0,0,1,3,528,12.45,1,78,0,0,731,0.079,0.105,0,0.7,0
217.93,20,65,86,291.62,0,0,0,2,1198,10.26,1,85,0,0,717,0.182,0.122,0,0.96,0
169.8,13,61,27,96.16,0,0,0,2,1322,14.68,1,96,0,1,773,0.131,0.112,0,2.17,0
24.18,8,22,93,242.62,0,0,0,3,560,2.51,1,96,1,0,293,0.018,0.114,0,1.97,0
236.35,18,35,71,146.83,0,0,0,3,591,6.66,1,70,0,0,607,0.228,0.116,0,1.54,0
153.42,22,64,109,239.24,0,0,0,3,619,4.74,1,75,0,0,633,0.124,0.061,0,1.7,0
34.89,15,63,110,128.88,0,0,0,2,135,26.48,1,83,0,1,41,0.219,0.125,0,0.18,0
355.34,10,56,5,267.19,0,0,0,1,1053,2.66,1,92,0,0,245,0.119,0.057,0,1.55,0
214.88,16,46,47,121.38,0,0,0,0,1446,10.95,0,82,0,0,256,0.052,0.042,0,0.12,0
88.95,15,56,108,238.03,0,0,0,0,172,9.58,1,84,0,1,419,0.248,0.176,0,1.98,0
328.47,22,61,13,61.18,1,0,0,3,1057,45.54,1,88,0,0,514,0.215,0.061,0,0.02,0
331.73,9,44,92,160.19,0,0,0,0,563,17.89,1,86,0,0,339,0.061,0.044,0,0.72,0
345.92,15,30,52,222.27,1,0,0,3,455,21.35,1,80,0,0,304,0.146,0.08,0,0.93,0
290.69,12,31,9,234.87,0,0,1,2,921,27.85,1,72,1,0,579,0.063,0.032,0,1.69,0
33.91,8,40,13,133.17,0,0,0,3,598,11.83,1,91,0,0,210,0.125,0.041,0,0.75,0
251.27,18,63,14,57.89,0,0,0,2,1476,15.15,1,97,0,1,660,0.183,0.181,0,0.59,0
180.77,18,48,13,139.28,0,0,0,2,873,19.86,1,73,0,0,564,0.062,0.128,0,1.41,0
360.43,21,51,19,135.07,0,0,0,3,301,13.18,1,92,0,0,54,0.053,0.055,0,0.4,0
251.03,21,62,28,35.46,1,0,0,1,619,17.64,1,82,0,0,364,0.024,0.045,0,0.32,0
212.46,18,54,56,214.57,1,0,0,2,900,5.71,1,88,0,0,575,0.025,0.13,0,1.92,0
419.36,20,25,9,189.7,0,0,0,1,86,14.82,1,86,0,0,351,0.208,0.069,0,1.53,0
385.52,22,27,87,255.53,0,0,1,3,1472,3.72,1,92,1,0,547,0.085,0.031,0,0.69,0
35.32,7,59,54,280.43,1,0,0,0,1063,43.73,1,75,0,0,27,0.128,0.05,0,1.88,0
270.86,10,58,96,268.91,1,0,0,3,825,22.81,0,96,0,0,178,0.092,0.075,0,2.34,0
410.73,15,23,21,225.82,0,0,1,1,1439,25.56,1,87,0,0,210,0.248,0.038,0,1.75,0
290.93,20,60,107,201.84,0,0,0,1,150,25.73,1,71,0,0,232,0.143,0.116,0,2.11,0
96.24,9,29,87,145.3,0,0,1,3,744,4.27,0,99,0,1,154,0.096,0.088,0,2.5,0
124.62,21,48,102,127.25,0,0,0,1,390,20.3,1,71,0,1,73,0.131,0.071,0,2.37,0
303.77,12,22,65,145.62,0,0,0,1,1209,26.41,1,86,0,0,271,0.163,0.057,0,0.58,0
417.23,21,36,30,279.88,0,0,0,1,913,7.18,1,70,0,0,696,0.205,0.16,0,1.91,0
216.53,10,54,28,234.2,0,0,0,0,1297,5.95,1,75,0,0,439,0.182,0.106,0,2.3,0
22.04,22,63,105,70.58,0,0,1,3,724,7.22,1,79,0,0,699,0.027,0.117,0,2.29,0
91.96,8,42,91,298.88,1,0,0,1,1323,44.27,1,95,0,0,44,0.052,0.188,0,0.03,0
412.54,19,50,10,158.6,0,0,0,1,1408,36.58,1,91,0,1,274,0.023,0.121,0,2.18,0
306.01,11,30,41,37.53,0,0,0,2,525,3.34,1,81,0,0,760,0.075,0.027,0,0.43,0
29.85,9,54,118,247.51,0,0,0,0,1244,20.79,1,86,0,0,67,0.186,0.053,0,2.08,0
45.04,7,34,70,34.5,0,0,0,2,533,12.32,1,88,0,1,743,0.191,0.067,0,1.83,0
249.04,17,34,77,257.43,0,0,1,0,1423,35.69,1,86,0,0,689,0.039,0.089,0,0.77,0
261.77,9,39,49,256.22,0,0,0,0,1089,15.43,1,70,0,1,232,0.229,0.132,0,0.72,0
158.16,20,31,53,154.1,0,0,0,2,825,5.45,1,86,0,0,502,0.156,0.054,0,1.42,0
61.26,9,52,58,134.81,0,0,0,1,100,8.08,1,87,0,0,623,0.059,0.086,0,2.2,0
330.48,22,40,112,253.4,0,0,0,2,1123,4.91,1,89,0,1,248,0.246,0.123,0,1.12,0
255.3,20,33,48,158.69,0,0,0,3,709,2.99,0,88,0,0,780,0.091,0.148,0,1.74,0
287.72,12,56,109,134.29,0,0,0,1,104,17.71,1,93,0,0,683,0.14,0.065,0,0.74,0
259.02,22,61,59,47.91,0,0,0,2,715,3.14,1,94,0,0,695,0.236,0.17,0,1.27,0
326.61,21,24,30,41.28,0,0,0,3,223,8.75,1,74,0,0,598,0.19,0.07,0,0.69,0
293.75,13,24,72,230.48,0,0,0,0,1188,15.38,1,94,0,0,226,0.129,0.035,0,2.01,0
343.22,16,27,85,45.01,0,0,0,2,1249,5.37,1,95,1,0,447,0.179,0.087,0,2.28,0
21.55,20,53,115,77.78,0,0,0,1,172,34.19,1,70,1,1,220,0.072,0.186,0,1.4,0
287.81,19,22,55,127.06,1,0,0,3,871,30.25,1,76,0,1,399,0.218,0.087,0,1.12,0
43.95,15,65,86,213.68,0,0,0,0,829,5.63,1,79,0,0,49,0.248,0.064,0,2.22,0
16.92,22,41,76,166.05,0,0,0,3,1261,76.51,1,90,0,0,457,0.029,0.13,0,1.61,0
158.76,7,39,95,95.28,0,0,0,0,694,2.41,1,98,0,0,790,0.201,0.08,0,1.08,0
217.19,22,39,19,114.08,0,0,0,2,748,10.01,1,94,0,0,673,0.244,0.181,0,1.62,0
355.16,12,52,14,181.05,2,0,0,1,343,8.31,1,81,0,0,719,0.172,0.091,0,1.49,0
104.53,22,62,7,118.48,1,0,1,2,92,8.06,1,76,1,0,103,0.205,0.153,0,0.5,0
126.46,15,32,39,291.02,0,0,0,2,777,66.09,1,86,0,0,168,0.146,0.181,0,1.07,0
12.65,16,44,56,120.06,1,0,0,2,1392,9.66,1,94,1,0,659,0.127,0.042,0,1.51,0
51.84,10,31,91,181.57,0,0,1,3,1239,1.42,1,70,0,0,691,0.146,0.139,0,0.94,0
431.79,13,35,100,97.34,0,0,0,1,927,11.98,1,77,1,1,351,0.113,0.173,0,2.06,0
39.37,7,22,10,236.81,1,0,0,1,1114,11.46,1,84,0,0,711,0.246,0.123,0,0.27,0
64.18,12,30,46,120.86,0,0,0,1,951,4.62,1,87,0,0,413,0.175,0.031,0,1.31,0
444.69,16,27,31,282.05,0,0,0,0,628,28.2,0,80,1,0,469,0.094,0.092,0,0.39,0
293.38,20,54,72,274.05,0,0,1,2,406,22.74,1,83,0,0,383,0.203,0.16,0,2.32,0
353.47,21,59,62,291.08,0,0,0,0,1145,10.36,1,71,0,0,453,0.205,0.033,0,1.19,0
213.69,13,39,114,163.52,1,0,0,3,307,3.33,1,95,0,1,762,0.065,0.128,0,0.77,0
211.1,7,30,107,291.59,0,0,0,0,431,6.16,1,92,0,0,727,0.062,0.133,0,0.89,0
263.53,13,33,77,116.67,0,0,0,1,496,1.16,1,97,1,0,489,0.053,0.166,0,0.15,0
